149,world,英[wɜːld] 美[wɜːrld],"n. 地球，天下（the world）；（尤指可能或确有生命存在的）星球，天体；（某地区、某类人及事物组成的）世界；人类社会，社会生活；（人们活动的）领域，界，圈子； 某领域的一切事物，自然界；人生，生活圈子，阅历； 人世，今生，来世；生活领域；尘世，世俗，世事（the world）；社会地位；活的状态；大不相同；（尤指某人描述或想象的）地方，情景；（有某种特色的）地方，（某种生活的）世界；<非正式>大量，无数；一切，重要性（the world）
adj. （人物）举足轻重的，世界闻名的；所有国家的，世界（性）的；环球的",""
150,woman,英[ˈwʊmən] 美[ˈwʊmən],"n. 成年女子，妇女；（泛指）女性；来自……（或做……、喜欢……等）的女子；女工，女仆；妻子，情人；（盛气凌人的称呼）女人
v. 让某人与女性交往；配备女性员工；<古>使女性化","复数 women
第三人称单数 womans
现在分词 womaning
过去式 womaned
过去分词 womaned"
151,statement,英[ˈsteɪtmənt] 美[ˈsteɪtmənt],"n. 声明，报告；说明，说法，表态；结算单，报表；（某观点的） 表达；（嫌犯或证人向警方提供的） 陈述，证词；（文字）陈述，表述；评估报告（英国地方教育主管部门针对儿童的特殊需要而提出意见）；（乐）（作品主题或旋律的）呈现；（计算机程序中的）语句
vt. 对儿童进行特殊教育评估认定","复数 statements
第三人称单数 statements
现在分词 statementing
过去式 statemented
过去分词 statemented"
152,come,英[kʌm] 美[kʌm],"v. 来；来到，到达；来（做某事），来取；（为了陪某人、做某事或出席某活动）旅行，到来；赶走（某人）；变成，成为；达到，进入（某种状态或境地）；（事件）发生，（时间）到来；（如何）发生，出现；备有，可提供；达到（某一高度或水准）；破碎，脱落；（经过时间的流逝）开始认为；（思想、回忆等）进入脑海，想起；由……继承，归……所有；（案件）提交……审理，送交……进行处理；总共，共计；来自，始于；出身于；由……引起，是……的结果；位于，处于；谈论，谈到；行进（一定距离）来；达到（认识、理解或相信的程度）；同行，同去；（邮件或信息）寄到，被收到；（性质）体现出来；出现（被听到、察觉或经历）；（过一段时间后）到达，出现；（信件或消息）被收到
int. （用以鼓励或安慰）好了，得啦
prep. 当（时间）来临，当（事件）发生
n. 精液，精子
【名】 （Come）（英）科姆，（阿尔巴）乔梅（人名）","第三人称单数 comes
现在分词 coming
过去式 came
过去分词 come"
153,want,英[wɒnt] 美[wɑːnt],"v. 想要，希望；需要；（用于提出建议）应该；缺少；搜捕，追捕；想见（某人），想与（某人）谈话；（用于疑问句中表示提议或邀请）想要，需要；（在性方面）想要（某人）；照料，爱护（小孩）；想要进去，想要出去；应受
n. 缺乏，缺少；贫穷，贫困；渴望的东西，需要的东西","复数 wants
第三人称单数 wants
现在分词 wanting
过去式 wanted
过去分词 wanted"
154,even,英[ˈiːv(ə)n] 美[ˈiːv(ə)n],"adj. 平坦的，水平的；平静的，平和的；平齐的，挨着的；无变化的，平稳的；势均力敌的，不相上下的；双数的，偶数的；平等的，公平的；不变的，恒定的；（某事发生的概率）对半的，各半的；扯平的，互不相欠的；匀称的，同样大小的；正好的，不多不少的
adv. 甚至，即使；更加，愈加；其实，实际上
v. 使相等，使平均；变平坦；使变平，使平整
n. <文>傍晚，晚上
【名】 （Even）（美、挪）埃旺（人名）","第三人称单数 evens
现在分词 evening
过去式 evened
过去分词 evened
比较级 evener或more even
最高级 evenest或most even"
155,between,英[bɪˈtwiːn] 美[bɪˈtwiːn],"prep. （空间上）在……中间；（时间上）在……之间；（数量、重量、距离等）介于……之间；分隔着；（表示两方或多方关系）在……之间；合用，共享；通过共同努力，一起；（两人）私下间；往返于
adv. （空间或时间上）介于……之间（in between）",""
156,my,英[maɪ] 美[maɪ],"pron. 我的
int. 哎呀（表示惊奇等）；喔唷
n. （My）人名；（越）美；（老、柬）米",""
157,mean,英[miːn] 美[miːn],"v. 意味着；表示……的意思，作……的解释；打算，意欲；使专门用于；导致，结果是；十分熟识；当真，说到做到；对某人重要
adj. 吝啬的，小气的；不善良的，刻薄的；要发怒的；熟练的，出色的；平均的；简陋的，破旧的；微薄的；<旧>出身卑贱的，社会地位低下的；中庸的，中等的；<美>凶狠的，好斗的
n. 中庸，折衷；平均数，中数；中间点
【名】 （Mean）（柬）棉（人名）","复数 means
第三人称单数 means
现在分词 meaning
过去式 meant
过去分词 meant
比较级 meaner或more mean
最高级 meanest或most mean"
158,however,英[haʊˈevə(r)] 美[haʊˈevər],"adv. 然而，可是，不过；无论如何；（用于表示惊讶）究竟怎样；……左右，……上下
conj. 不管怎样，无论如何；然而，可是",""
159,interest,英[ˈɪntrəst] 美[ˈɪntrəst],"n. 兴趣，关注；吸引力，趣味；爱好；利息；利益，好处；权益，股权；利害关系，重要影响；利益集团，利益相关者
v. 使感兴趣，引起……的关注；劝说（某人）做（或参与）","复数 interests
第三人称单数 interests
现在分词 interesting
过去式 interested
过去分词 interested"
160,play,英[pleɪ] 美[pleɪ],"v. （尤指儿童）玩，玩耍；捉弄，戏弄；随意摆弄，弄着玩；玩弄（~ with）；耍弄，愚弄；儿戏似的做，不认真地干（~ at）；干，闹；参加（游戏、比赛等）；与……比赛；踢（球），击打（球）；（比赛中）走（子），出（牌）；派（某人）上场；（在运动队中）打（特定位置），司职……；扮演，演出；佯装，假装；演出，参加（戏剧，电影，音乐会）；（游戏时）假扮，装扮成；（戏剧或电影）上演，上映；演奏（乐器或乐曲）；（使）播放；（在某人朝特定方向移动时，用音乐）伴随，陪伴；发挥作用；（光等）快速移动，闪现，浮现；（以某方式）行事，做事；喷涌，涌流；赌，投机；<美>被接受，被认可；（喻）合作，买某人的账；寄于；让（上钩的鱼）挣扎得筋疲力尽；（板球场状况对比赛）产生影响
n. 剧本，戏剧；（尤指儿童的）游戏，玩耍；一段时间的玩耍；比赛；（比赛中进行某个动作的）时刻；（运动，游戏）动作，方式；（运动或游戏中的）打法，走法；活动空间，间隙；球处于可按规则进行比赛的状态；影响，作用；闪动，跳动，波动；玩笑；（喻）自由度，运作范围，回旋余地；（某一首歌曲在电台的）播放次数，播放时长；（音频或图像的）播放次数，播放时长；播放（功能）；<美>（报纸或电视的）关注；（对文字的）巧用，妙用；游戏的，假装的
【名】 （Play）（法、瑞典）普莱（人名）","复数 plays
第三人称单数 plays
现在分词 playing
过去式 played
过去分词 played"
161,after,英[ˈɑːftə(r)] 美[ˈæftər],"prep. 在……之后；紧接着；一次接着一次，持续不断地；跟随，在……身后；（按顺序、重要性）在……后面，仅次于；与……对照，对比；鉴于，由于；尽管；寻找，追捕；关于；模仿，依照；以……命名；（表示时间）（…点）过（…分）
conj. 在……以后
adv.  后来，以后
adj. <旧>后来的，以后的；靠近船尾的",""
162,complete,英[kəmˈpliːt] 美[kəmˈpliːt],"adj. 完全的，彻底的；全部的，完整的；完成的，结束的；技能全面的，技术娴熟的；向前传球成功的
v. 使完整，使完美；填写（表格）；完成，结束","第三人称单数 completes
现在分词 completing
过去式 completed
过去分词 completed
比较级 completer或more complete
最高级 completest或most complete"
163,research,英[rɪˈsɜːtʃ] 美[ˈriːsɜːrtʃ],"n. （尤指大学或科研机构进行的）研究，探讨；研究工作，调查工作
v. 研究，探索；为……收集资料，调查","复数 researches
第三人称单数 researches
现在分词 researching
过去式 researched
过去分词 researched"
164,might,英[maɪt] 美[maɪt],"v. 可能，可以（may 的过去式）；（表示可能性）可能，也许；（用于礼貌地建议）可以，也许；（对某人未做某事表示不满）应该；也许，可能（表示某情况属实，另一情况也属实）；可以，能（用于说明目的）；究竟，到底；可以，能够（预料）；我可以这么说（表示强调接下来的陈述）；好像，似乎；也许不会/也许永远不会做某事；用于礼貌地谈论某人或某事物
n. 强大力量，威力
n.  (Might) （美）迈特（人名）",""
165,place,英[pleɪs] 美[pleɪs],"n. 地点，场所；城镇（或建筑物等）；（有特定用途的）场所；（尤指）身体某处；家，住所；（书本或讲话中的）地方；（尤指占用或空着的）座位，位置；地位；职权；机会，资格，名额；合适的场合（或时机），恰当位置；境况；排名；<英>（赛跑比赛中）前三名或前四名中任意一名；<美>（尤指赛马比赛中的）第二名；（数学的）位；广场，短街；（包括周围场地的）乡间住宅；一套餐具
v. 放置；使处于某种境地，施加；将……置于……的控制之下；以某种态度对待（或看待）；认出，想起；下指示，请求；登（广告等）；安置；排名，归类；（赛跑中）获前三名或前四名（美国指获前三名）；享有优势；处置（某物，尤指股票）；（通过接线员）接通；定位球得分；证明……在场
【名】 （Place）（罗）普拉切，（法）普拉斯，（英）普莱斯（人名）","复数 places
第三人称单数 places
现在分词 placing
过去式 placed
过去分词 placed"
166,book,英[bʊk] 美[bʊk],"n. 书，书籍；本子，簿册；（长篇作品的）篇，卷，部；装订成册之物；赌局，打赌；账册，账簿
v. 预订，预约；（警方）将……记录在案；（裁判）记名警告
【名】 （Book）（英）布克，（瑞典）博克，（朝）北（人名）","复数 books
第三人称单数 books
现在分词 booking
过去式 booked
过去分词 booked"
167,don,英[dɒn] 美[dɑːn],"n. 先生，阁下；指导教师，大学教师；西班牙绅士，西班牙人；（非正式）黑手党头目
v. 穿上，披上，戴上
n. （Don）（美）唐（人名）","复数 dons
第三人称单数 dons
现在分词 donning
过去式 donned
过去分词 donned"
168,become,英[bɪˈkʌm] 美[bɪˈkʌm],v. 变得，变成，成为；适合，使显得漂亮,"第三人称单数 becomes
现在分词 becoming
过去式 became
过去分词 become"
169,agree,英[əˈɡriː] 美[əˈɡriː],v. 同意，赞成；答应，接受；达成一致意见；商定，约定；相符，吻合；赞同；（语法）呼应；批准，认可（计划、要求等）；适合（某人）,"第三人称单数 agrees
现在分词 agreeing
过去式 agreed
过去分词 agreed"
170,examination,英[ɪɡˌzæmɪˈneɪʃ(ə)n] 美[ɪɡˌzæmɪˈneɪʃ(ə)n],n. 考试；审查，调查；医学检查；<法律>讯问，查问,复数 examinations
171,century,英[ˈsentʃəri] 美[ˈsentʃəri],n. 世纪；一百年；（板球）一百分,复数 centuries
172,she,英[ʃiː;ʃi] 美[ʃiː;ʃi],"pron. 她（主格）；它（用来指雌性动物或国家、船舶、地球、月亮等）
n. 女人；雌性动物
n. （She）人名；（中）佘（普通话·威妥玛）",复数 they或shes
173,live,英[lɪv;laɪv] 美[lɪv;laɪv],"v. 生存，活着；生活在；居住；生长，栖息；（以某种方式）生活，过日子；为……而生活；以……为生；继续存在，铭记；过精彩的生活，享受生活；<非正式>（物）搁置在（某处）；恪守（规则、信念、理想等）；<古>（船）逃过劫难，未沉没
adj. 活的，有生命的；含乳酸菌的；现场直播的，实况转播的；现场演出的；（电线或设备等）通电的，带电的；仍可爆炸的，随时可用的；（火、煤炭或火柴）燃烧的，可燃的；（火柴）未用过的；当前所关心的，时下重大的；（球类运动中的球）处于比赛状态的；（电子链接）有效的；（机器中轮或轴）转动的
adv. 现场直播地，实况转播地
【名】 （Live）（挪、芬、印、俄、美、荷）利夫（人名）","第三人称单数 lives
现在分词 living
过去式 lived
过去分词 lived"
174,water,英[ˈwɔːtə(r)] 美[ˈwɔːtər],"n. 水，雨水；水域，（江、河、湖、海等）大片的水；（某个国家的）领海，海域（waters）；不明朗（或未知的、困难、危险等）局面（waters）；羊水（waters）；（湖、海的）水面；水位；乘船，走水路
v. 给……浇水，灌溉；给…...水喝，饮（动物）；（风等使眼睛）流泪；流口水；（江河）流经并给（某地区）供水；加水冲淡，稀释
【名】 （Water）（英）沃特（人名）","复数 waters
第三人称单数 waters
现在分词 watering
过去式 watered
过去分词 watered"
175,english,英[ˈɪŋɡlɪʃ] 美[ˈɪŋɡlɪʃ],"adj. 英文的；英国的；英国人的
n. 英语；英文；英国人；英格兰人
vt. 把……译成英语",""
176,important,英[ɪmˈpɔːt(ə)nt] 美[ɪmˈpɔːrt(ə)nt],adj. 重要的，重大的；（人）影响很大的，权威的；大量的，许多的；自负的，自命不凡的,"比较级 more important
最高级 most important"
177,note,英[nəʊt] 美[noʊt],"n. 短笺，便条；笔记；重要性，值得注意之处；注释，批注；记录，备忘录；正式文件，证明书；个人信息，个人档案；纸币；音调，音符；（鸟的）鸣声；氛围；语气，声调；说明，提示；票据；（外交文书）照会；音键；（香味、香水的）基本香型，（食品、酒等的）基本口味
v. 留意，注意；指出，表明；记录，记下
【名】 （Note）（美、法）诺特（人名）","复数 notes
第三人称单数 notes
现在分词 noting
过去式 noted
过去分词 noted"
178,food,英[fuːd] 美[fuːd],n. （植物生长的）养料；食物，食品,复数 foods
179,city,英[ˈsɪti] 美[ˈsɪti],n. 城市，都市；市民，全市居民；市政府；<非正式>充满……的地方；<英>伦敦金融、商业区；<英>（国王或女王授权的）特许市；<美>（由州政府划定市界并授予特权的）特权市,复数 cities
180,learn,英[lɜːn] 美[lɜːrn],v. 学习，学会；得知，获悉；背熟，熟记；认识到，（从……）吸取教训；<旧>教导（某人）,"第三人称单数 learns
现在分词 learning
过去式 learnt或learned
过去分词 learnt或learned"
181,start,英[stɑːt] 美[stɑːrt],"v. 开始（做某事）；使发生，开始；开动，发动（机器）；创立，创始；出发，启程；开始（新的工作、事业或教育）；朝…...方向前进；（从…...）开始；突然一惊，吓一跳；<非正式>开始抱怨（或生气）；（比赛中）首发上场；（以特定方式）开始；起源，起始；使（某人）开始谈论；（眼睛）突起，鼓出；（通过压力或收缩）使松动，使脱落；使（猎物）离巢，驱赶（猎物）出巢穴
n. 开始，开端，开始部分；开始；（事业的）最初机遇，起步机会；起点，出发点（the start）；（参加的）比赛；突然一惊；比赛中先起跑的优势，占先地位；新工作，新企业，新手；先发上场","复数 starts
第三人称单数 starts
现在分词 starting
过去式 started
过去分词 started"
182,ok,英[əʊˈkeɪ] 美[oʊˈkeɪ],"adj. 好的；不错的
adv. 行；很好
int. 好；可以
vt. 对…表示同意
n. 同意","第三人称单数 ok's
现在分词 ok'ing
过去式 ok'd
过去分词 ok'd"
183,really,英[ˈriːəli] 美[ˈriːəli],"adv. 真正地，事实上；确实的，的确（用于加强语气）；很，十分；（用于带有隐含的否定回答的疑问句和感叹句）真的，是吗；用于缓和否定语气
int. 真的（用来表示兴趣、惊奇或疑惑）；真是的！（用于表示生气或不赞成）；是啊！（用于表示同意某人的意见）",""
184,next,英[nekst] 美[nekst],"adj. 下一个的，接下来的；（时间）紧接着来到的，下次的；紧邻的；其他的
adv. 紧接着，随后；仅次于；下次，再次；（用于询问，表示吃惊或困惑）
n. 下一个人或事件
det. 下一（年、月、星期等）
pron. 下一个",""
185,student,英[ˈstjuːd(ə)nt] 美[ˈstuːd(ə)nt],"n. 学生；学者
n. （Student）人名；（德）施图登特",复数 students
186,too,英[tuː] 美[tuː],adv. 太，过于，过度；也，亦，还；而且，再者（用于补充进一步的观点）；很，十分，非常（用于否定句）；确实地，无可否认地；（表示感谢，较为正式）极其，非常,""
187,increase,英[ɪnˈkriːs] 美[ɪnˈkriːs],"v. 增长，增强，增大
n. 增长；增长量
【名】 （Increase）（英、美、印、尼日尼亚）英克里斯（人名）","复数 increases
第三人称单数 increases
现在分词 increasing
过去式 increased
过去分词 increased"
188,provide,英[prəˈvaɪd] 美[prəˈvaɪd],v. 提供，供给；配备，准备好；（法律或规章）规定；供养，提供生计；为（可能事件）作充分准备；<史>任命（牧师）担任有俸神职,"第三人称单数 provides
现在分词 providing
过去式 provided
过去分词 provided"
189,base,英[beɪs] 美[beɪs],"n. 根基，底部；基础；基地；基础成分；（数字进位制中的）基数；（棒球）垒；碱，盐基；（晶体管的）基极；词根
v. 以……为基础；把基地设在……
adj. 卑鄙的，下流的；低劣的
【名】 （Base）（英、美、爱尔兰）马濑（人名）","复数 bases
第三人称单数 bases
现在分词 basing
过去式 based
过去分词 based
比较级 baser或more base
最高级 basest或most base"
190,paragraph,英[ˈpærəɡrɑːf] 美[ˈpærəɡræf],"n. （文章的）段，段落；段落符号；短评
v. 把（文章）分段","复数 paragraphs
第三人称单数 paragraphs
现在分词 paragraphing
过去式 paragraphed
过去分词 paragraphed"
191,experience,英[ɪkˈspɪəriəns] 美[ɪkˈspɪriəns],"n. 经历，往事；经验，阅历；传统
v. 经历，遭遇；体会到，感受到","复数 experiences
第三人称单数 experiences
现在分词 experiencing
过去式 experienced
过去分词 experienced"
192,train,英[treɪn] 美[treɪn],"n. 火车，列车；（行进中的）行列，队列；随从，扈从；一系列，一连串（事件或想法）；裙裾，拖裾；（转动的）轮系，齿轮组；（引爆炸药用的）导火线
v. 培训，训练；（为准备体育赛事而）操练；锻炼，培养（某一素质或能力）；训（兽）；（尤指用枪、照相机）对准，瞄准；使（植物）朝某方向生长，修整
【名】 （Train）（英）特雷恩，（法）特兰，（意）特拉因（人名）","复数 trains
第三人称单数 trains
现在分词 training
过去式 trained
过去分词 trained"
193,topic,英[ˈtɒpɪk] 美[ˈtɑːpɪk],n. 题目，主题；一般规则，总论,复数 topics
194,same,英[seɪm] 美[seɪm],"adj. 同一的；一模一样的；没有变化的；独一无二的人（或物）；上述的（this/that same）
pron. 同样的人，同样的事物；（数目、颜色、大小、质量等）相同；（与前述之事）同样的事（the same）；未改变的人（或事物），和从前一样的人（或事物）
adv. 同样
【名】 （Same）（意）萨梅（人名）",""
195,life,英[laɪf] 美[laɪf],"n. 寿命，一生；（某事物的）存在期；生命，性命；人命；生物，活物；生活，人生；生活方式，阅历；（某种）生活；生气，生机；生动，有趣；（游戏中）参加者的一次机会，命；（绘画的）模特儿，实物；传记；无期徒刑，终身监禁；今生，来世；幸免于死后的再生机会，新的生机；一世
adj. 生命的，与生命有关的；一生的，终身的",复数 lives
196,both,英[bəʊθ] 美[boʊθ],"det. 双方，两者
pron. 两者
conj. …和…都；……和……都
adj. 两…，双…",""
197,course,英[kɔːs] 美[kɔːrs],"n. 课程；过程；道路，航线；进程，进展；方针，总方向；行动方式，处理方法；疗程；一道菜；比赛场地；（砖、石等墙的）层；（常sing.）追踪狩猎（尤指野兔）；横帆；一组同音弦；追踪狩猎（尤指野兔）
v. 奔流，快速流动；（感情、思想）涌动；（用猎犬）追踪（兔子）","复数 courses
第三人称单数 courses
现在分词 coursing
过去式 coursed
过去分词 coursed"
198,improve,英[ɪmˈpruːv] 美[ɪmˈpruːv],v. 康复，健康好转；超过，胜过；提高……的价值；改善，变得更好,"第三人称单数 improves
现在分词 improving
过去式 improved
过去分词 improved"
199,another,英[əˈnʌðə(r)] 美[əˈnʌðər],"det. （同类的）另一，又一；（不同类的）另外一个，其他一个；类似的（人或事物）
pron. 又一个，再一个；另一个，另一种；不确切的事物，某些事物（用于与 one 或 some 构成的短语）
adj. 再加一个的；另一的，不同的；另一类似的",""
200,company,英[ˈkʌmpəni] 美[ˈkʌmpəni],"n. 公司；陪伴，同伴；宾客，来宾；在一起的一群人；连队；剧团，歌舞团；女童军大队
v. <古>结交，交往；<古>陪伴
【名】 （Company）（美、瑞）孔帕尼（人名）","复数 companies
第三人称单数 companies
现在分词 companying
过去式 companied
过去分词 companied"
201,her,英[hɜː(r);hə(r)] 美[hɜːr;hər],"pron. 她（she的宾格）；她的（she的所有格）；她（指某个国家；一艘船）
n. （法）埃尔（人名）",""
202,those,英[ðəʊz] 美[ðoʊz],"det. 那些（that 的复数）
pron. 那些（that 的复数）",""
203,order,英[ˈɔːdə(r)] 美[ˈɔːrdər],"n. 命令，指示；顺序，次序；井然有序，整齐；正常工作状况，良好使用状况；秩序，治安；（社会的）制度，结构；社会阶级；<正式>种类，类别；点餐，订购；点的餐，订购的货物；（饮食）分量；法院决议，法官指令；汇票，书面指令；（会议、议会、辩论或法院的）程序，规程；（宗教）仪式，祭礼；宗教团体，（尤指）修道会；兄弟会，会社；（尤指主教、牧师、执事的）品级，神品；圣职，牧师职（orders）；（神学）（九级天使的）级；<史>骑士团；勋位，勋爵士团；勋章；（动植物）目；柱型，装饰样式（多利斯、爱奥尼亚、科林斯、托斯卡那和混合型等五种古典建筑风格之一）；建筑类型，样式；（军）专用装备，专用服装；立正持枪姿势（the order）；（数）阶；方程的阶；群阶；矩阵的阶；<美>（计算机的）任务排序，等待队列
v. 命令，指示；就……下令；订购，订货；（为某人）叫出租车；点（菜），点（饮料）；排列，整理","复数 orders
第三人称单数 orders
现在分词 ordering
过去式 ordered
过去分词 ordered"
204,cambridge,英[ˈkeɪmbrɪdʒ] 美[ˈkeɪmbrɪdʒ],n. 剑桥（英国城市）；坎布里奇（美国马萨诸塞州城市）,""
205,human,英[ˈhjuːmən] 美[ˈhjuːmən],"adj. 人的，人类的；（尤指缺点或弱点）显示人的本性的；有人情味的
n. 人，人类
【名】 （Human）（英）休曼（人名）","复数 humans
比较级 more human
最高级 most human"
206,produce,英[prəˈdjuːs] 美[prəˈduːs],"v. 引起，造成；（自然地）生产，产生；（尤指用机器）生产，制造；（运用技巧）制作，造出；（某地、某过程或制度）出产，产出；出示，拿出；监制，制作（电影或戏剧）；生育；<旧>使（线段）延长
n. 农产品；（尤指某人工作或努力的）成果，结果","第三人称单数 produces
现在分词 producing
过去式 produced
过去分词 produced"
207,here,英[hɪə(r)] 美[hɪr],"adv. 在这里；此时
int. 嘿！；喂！
n. 这里
n. （Here）人名；（罗）赫尔施",""
208,school,英[skuːl] 美[skuːl],"n. （中、小）学校；全校师生；上学时间；上学期间；专科学校；大学，大学期间；（大学的）系，学院；学派，流派；（鱼、鲸、海豚等的）群；<英>（牛津大学的）期末考试大厅；（牛津大学的）期末考试；<英>一伙赌徒；（轮番到酒吧请客喝酒的）酒友
v. 教育，培养（儿童）；训练，教育；（尤指为竞赛）驯马；（鱼，海兽）成群；强迫自己（做难事）
adj. <南非>（科萨人）受过西化教育的；（名字）源自西方的",""
209,level,英[ˈlev(ə)l] 美[ˈlev(ə)l],"n. 数量，程度；标准，水平；层次，级别；看待（或应对、理解）事物的方式；水平高度，相对高度；楼层；平地；水平仪
adj. 平坦的，水平的；相同价值的，相同地位的；比分相同的；平静的，冷静的
v. 使平整；推倒，夷平；（使）比分相同；（尤指用枪）瞄准；针对……（进行批评等）；稳定下来，达到平衡（level off）；坦诚相见；作水准测量
【名】 （Level）（法）勒韦尔（人名）","复数 levels
第三人称单数 levels
现在分词 levelling或leveling
过去式 levelled或leveled
过去分词 levelled或leveled"
210,reason,英[ˈriːz(ə)n] 美[ˈriːz(ə)n],"n. 原因，理由；充分理由，正当理由；道理，情理；判断力，理智
v. 推理，逻辑思考；推论出，推断出（reason sth. out）；对（某人）以理相劝，劝告（reason with）
【名】 （Reason）（英）里森（人名）","复数 reasons
第三人称单数 reasons
现在分词 reasoning
过去式 reasoned
过去分词 reasoned"
211,long,英[lɒŋ] 美[lɔːŋ],"adj. 长的；长久的，长期的；漫长的；长篇的；长音的；出界的；（面部表情）不高兴的，愁苦的；记得牢的，记得久的；（可能性，机会）小的，渺茫的；远期（获利）的；（酒与凉饮料）混合的，大量的；（运动中的球）长传的，远距离的
adv. 长久地，长期地；很久（以前或以后）；整个（时间段）；（球扔得）远；整个 (时间段)
v. 渴望
n. 长时间，长时期；长音；远期证券；长期资本
【名】 （Long）（美、英、爱）隆（人名）","复数 longs
第三人称单数 longs
现在分词 longing
过去式 longed
过去分词 longed
比较级 longer
最高级 longest"
212,sample,英[ˈsɑːmp(ə)l] 美[ˈsæmp(ə)l],"n. 样本，样品；试用产品，试样；（供科学或医学检测用的）抽样样本；（抽查的）样本，抽选人员；（用于新乐曲中的）选录的歌曲片段
v. 品尝，尝试（食品、饮料）；体验（活动）；对……作抽样调查；节录，选录（歌曲等，用于其他录音）；确定（模拟信号）瞬时值
adj. 样品的，实例的
【名】 （Sample）（美、英、爱尔兰）桑普尔（人名）","复数 samples
第三人称单数 samples
现在分词 sampling
过去式 sampled
过去分词 sampled"
213,form,英[fɔːm] 美[fɔːrm],"v. （使）出现；（使）（关系、习惯或想法）形成；构成，是……的组成部分；陶冶，培养；组织，建立
n. 表，表格；类别，种类；形状，外形；体形；（存在的）形态，形式；（尤指艺术作品或文章的）结构；体能，良好的健康状态；良好表现；词形；惯常做法，习俗；（英国的）班级，年级；不礼貌的行为
【名】 （Form）（英）福姆，（法、德）福尔姆（人名）","复数 forms
第三人称单数 forms
现在分词 forming
过去式 formed
过去分词 formed"
214,TRUE,英[truː] 美[truː],"adj. 真实的；正确的
adv. 真实地；准确地
n. 真实；准确
vt. 装准
n. （True）(英)特鲁（人名）","第三人称单数 trues
现在分词 truing或trueing
过去式 trued
过去分词 trued
比较级 truer或more true
最高级 truest或most true"
215,leave,英[liːv] 美[liːv],"v. 离开（某人或某处）；离开居住地点（或群体、工作单位等）；与……脱离关系， 离开（某人）；不立刻做，不马上处理；使保留，让……处于（某种状态、某地等）；给……留下（不愉快的东西）；留下（信息或答复）；遗留，遗忘；剩下（食物或饮料）；遗下（家人）；（去世时）遗赠，遗留；把……留交，交托；递送，递交；留（空隙或空白）；留给（指有限的机会）；不再谈论；（数学）剩余，余下
n. 假期，休假；准许，许可；（斯努克、槌球等）收盘球势，（球被击后）停留的位置","复数 leaves
第三人称单数 leaves
现在分词 leaving
过去式 left
过去分词 left"
216,me,英[miː;mi] 美[miː;mi],"pron. 我（宾格）
n. 自我；极端自私的人；自我的一部分
n. （Me）人名；（日）马（姓）；（朝）袂；（阿拉伯、柬、老）梅",""
217,something,英[ˈsʌmθɪŋ] 美[ˈsʌmθɪŋ],"pron. 某事，某物；……或诸如此类的东西，……什么的；大致，大约，左右；什么什么（用于表示不记得人名、数字的余下部分或歌词等）；还算幸运的事；重要的人（或事）；（想法或建议）有道理，值得考虑；有点儿，有几分
adv. 稍微，有点；很，非常",""
218,writer,英[ˈraɪtə(r)] 美[ˈraɪtər],n. （职业的）作家，作者；执笔者，撰写人；写字……的人；（计算机）记录器；〈英，史〉文书，抄写员,复数 writers
219,call,英[kɔːl] 美[kɔːl],"v. 给……取名；称呼，把……唤作；把……看作，把……算作；呼喊（某人），喊，叫；安排，召集；召唤，呼唤；传唤（证人）；（给……）打电话；打电话叫……来；点（名），从（清单上）读出；（通过广播）呼叫（飞机乘客登机）；感召，敦促；批评，辱骂；（动物）啼叫，鸣叫；（模仿动物的叫声）把……引过来；（尤指短暂的）拜访，造访；（火车、船、公共汽车等）短暂停留；预测，推测；抛硬币说正反面；（比赛中裁判等）判定；（棒球比赛等因条件限制而）停止，取消；指挥，决定（进攻战术）；向跳方形舞（或乡村舞）的人喊出（舞步）；（扑克牌下同等赌注）叫（对方）摊牌，叫牌；执行子程序命令
n. 打电话，通话；喊叫，呼叫；（鸟或动物的）叫声；短暂拜访，访问；号召，呼吁；需求，需要；需要关注或努力的事；召唤，使命感；吸引力，魅力；登机广播，登机（上车）通知；（做某事的）号声；模仿（鸟、兽）的叫声；模仿鸟叫声的哨子； 决定，抉择；（体育比赛中的）裁定，判决；叫牌，吊牌；掷钱币猜正反面；（方形舞的）舞步指示；（借款或未付款的）催交；（股票）买入期权，购买选择权（call option 的简称）；执行子程序的命令
【名】 （瑞典、罗）卡尔，（英）考尔（人名）","复数 calls
第三人称单数 calls
现在分词 calling
过去式 called
过去分词 called"
220,university,英[ˌjuːnɪˈvɜːsəti] 美[ˌjuːnɪˈvɜːrsəti],n. 大学，综合性大学；大学校舍,复数 universities
221,key,英[kiː] 美[kiː],"n. 钥匙；（电脑、打字机或乐器的）键；关键，要诀；答案；音调，声调；图例，符号说明；低岛，礁；扳手；销子，楔；（文章、形势等）主调，基调；（梣树、枫树或无花果树的）翼果；板条间首层灰泥；（有助于石膏等黏附的）粗糙表面；罚球区
v. 键入；成为（获胜）的关键；<非正式>用钥匙划坏（汽车）；用别针（或楔子、栓）固定；将……的表面处理好；给（广告）加识别编码
adj. 关键的，主要的
【名】 （Key）（美）基（人名）","复数 keys
第三人称单数 keys
现在分词 keying
过去式 keyed
过去分词 keyed"
